block_idx,uop_idx,opcode,elem_w,data_w,cont_w,addr_w,raw_operands
131,3,shr,32,32,0,0,ebx 0x18
131,4,shr,32,32,0,0,edx 0x10
132,0,mov,32,32,0,64,eax dword ptr [rsp-0x14]
132,1,add,32,32,0,0,eax r10d
133,0,mov,64,64,0,64,rcx qword ptr [rsi+rcx*8+0x1800]
133,1,xor,64,64,0,64,rcx qword ptr [rsi+rbx*8]
133,2,shr,64,64,0,0,rax 0x20
133,3,xor,64,64,0,0,rax rcx
133,4,xor,64,64,0,64,rax qword ptr [rsi+rcx*8+0x1000]
133,5,xor,64,64,0,64,rax qword ptr [rsi+rdx*8+0x800]
134,0,mov,64,64,0,0,rax rdi
134,1,mov,32,32,0,0,ecx 0x8
134,2,and,32,32,0,64,esi dword ptr [rax+0xb98]
134,3,mov,32,32,0,64,edi dword ptr [rdi+0xb94]
134,4,sub,32,32,0,0,ecx edi
134,5,shrx,32,32,0,0,edx edx ecx
134,6,shlx,32,32,0,0,esi esi edi
134,7,add,32,32,0,0,edx esi
134,8,mov,32,32,0,0,edx edx
135,0,lea,64,64,0,0,rdx ptr [rdx+rdx*2]
135,1,shl,64,64,0,0,rdx 0x9
136,0,mov,64,64,0,64,rdi qword ptr [rsp+0x30]
136,1,lea,64,64,0,0,rax ptr [r11+0x1]
136,2,cmp,64,64,0,0,rdi rax
136,3,cmovb,64,64,0,0,rdi rax
136,4,mov,64,64,0,64,qword ptr [rsp+0x30] rdi
137,0,mov,32,32,0,64,r9d dword ptr [rsp+0x64]
137,1,and,32,32,0,0,r9d eax
138,0,mov,32,32,0,0,ecx 0x800
138,1,sub,32,32,0,0,ecx r11d
138,2,shr,32,32,0,0,ecx 0x5
138,3,add,32,32,0,0,ecx r11d
139,0,lea,32,32,0,0,edx ptr [rax+r14*1]
139,1,cmp,32,32,0,64,dword ptr [rsp+0x38] edi
139,2,cmovb,32,32,0,0,eax edx
139,3,add,32,32,0,0,eax eax
140,0,mov,32,32,0,64,ecx dword ptr [rsp+0x68]
140,1,and,32,32,0,0,ecx eax
141,0,mov,32,32,0,64,r13d dword ptr [rsp+0x6c]
141,1,test,64,64,0,0,rax rax
141,2,mov,32,32,0,0,esi r13d
141,3,shlx,64,64,0,0,r11 rcx rsi
141,4,cmovnz,64,64,0,0,rcx r9
141,5,mov,32,32,0,0,esi 0x8
141,6,add,64,64,0,64,rcx qword ptr [rsp+0x50]
141,7,movzx,8,32,0,64,ecx byte ptr [rcx+rdi*1]
141,8,sub,32,32,0,0,esi r13d
141,9,sarx,32,32,0,0,ecx ecx esi
141,10,movsxd,32,64,0,0,rcx ecx
141,11,add,64,64,0,0,rcx r11
142,0,lea,64,64,0,0,rcx ptr [rcx+rcx*2]
142,1,shl,64,64,0,0,rcx 0x9
143,0,lea,64,64,0,0,rsi ptr [rbx+rcx*1]
143,1,mov,64,64,0,64,qword ptr [rsp+0x18] rsi
144,0,mov,64,64,0,64,r13 qword ptr [rbx+0x8]
144,1,add,64,64,0,64,r13 qword ptr [r11+0x8]
145,0,cmp,32,32,0,0,r12d r13d
145,1,cmovbe,32,32,0,0,eax r12d
145,2,mov,32,32,0,0,edx eax
146,0,add,64,64,0,64,rdx qword ptr [rbx]
146,1,movzx,8,32,0,64,eax byte ptr [rdx]
146,2,lea,64,64,0,0,r10 ptr [rip+0x15f7f]
146,3,movzx,8,32,0,64,eax byte ptr [rdx+0x2]
146,4,movzx,8,32,0,64,ecx byte ptr [rdx+0x1]
146,5,xor,32,32,0,64,ecx dword ptr [r10+rax*4]
146,6,mov,32,32,0,64,r10d dword ptr [r10+r15*4]
146,7,movzx,8,32,0,64,r15d byte ptr [rdx+0x3]
146,8,shl,32,32,0,0,eax 0x8
146,9,xor,32,32,0,0,eax ecx
146,10,and,32,32,0,0,ecx 0x3ff
146,11,shl,32,32,0,0,r10d 0x5
146,12,xor,32,32,0,0,eax r10d
146,13,and,32,32,0,64,eax dword ptr [rbx+0x58]
146,14,mov,32,32,0,64,r10d dword ptr [r10+rax*4]
146,15,add,32,32,0,0,eax 0x10400
147,0,lea,64,64,0,0,rbx ptr [r9+rax*1]
147,1,mov,64,64,0,64,qword ptr [rsp-0x28] rbx
148,0,sub,64,64,0,0,rax r12
148,1,sar,64,64,0,0,rax 0x3
